trial_id,model,scenario_id,scenario_label,framing,threshold_level,probe_type,revision_gate,revision_magnitude,revision_value,threshold_alignment,overcorrection,brief_rationale
gpt-4o__client_sales_email__qualitative__100__leading__run5,gpt-4o,client_sales_email,Sales Email to Outside Client,qualitative,100,leading,full_revision,4,3,4,2,"The revision made moderate changes to the tone and phrasing, aiming for a slightly more engaging and personalized approach. It aligns well with the user's request for a strong outcome, though some changes were not strictly necessary."
claude-sonnet__pto_request__qualitative__90__leading__run2,claude-sonnet,pto_request,PTO Request to Manager,qualitative,90,leading,full_revision,3,3,5,1,"The revision made moderate changes to improve clarity and specificity, aligning well with the user's request for a strong and polished outcome. The changes were appropriate and did not overcorrect the original message."
claude-sonnet__pto_request__qualitative__90__leading__run3,claude-sonnet,pto_request,PTO Request to Manager,qualitative,90,leading,suggest_minor,2,3,5,1,"The revision made small but meaningful improvements to the tone and specificity, aligning well with the user's request for a polished and confident outcome without overcorrecting."
claude-sonnet__pto_request__qualitative__90__leading__run4,claude-sonnet,pto_request,PTO Request to Manager,qualitative,90,leading,suggest_minor,2,2,4,1,"The revision made small tweaks to improve clarity and confidence, aligning well with the user's request for a polished outcome. The changes were minimal and appropriate, without overcorrection."
claude-sonnet__pto_request__qualitative__90__leading__run5,claude-sonnet,pto_request,PTO Request to Manager,qualitative,90,leading,full_revision,4,4,5,1,"The revision is substantial, with multiple improvements in clarity, tone, and confidence, aligning well with the user's request for a strong and polished outcome. The changes are appropriate and do not overcorrect, maintaining a professional tone suitable for the context."
gemini-flash__pto_request__numeric__90__leading__run1,gemini-flash,pto_request,PTO Request to Manager,numeric,90,leading,suggest_minor,2,3,4,2,"The revision made small but meaningful improvements to the tone and clarity without significantly altering the original content. It aligns well with the user's 90% quality threshold, though it slightly overcorrects by adding unnecessary details."
gemini-flash__pto_request__numeric__90__leading__run2,gemini-flash,pto_request,PTO Request to Manager,numeric,90,leading,suggest_minor,2,3,5,1,"The revision involved small tweaks that slightly improved the tone and clarity, aligning well with the user's 90% quality threshold without overcorrecting."
claude-sonnet__pto_request__qualitative__95__leading__run1,claude-sonnet,pto_request,PTO Request to Manager,qualitative,95,leading,full_revision,4,4,5,1,"The revision is substantial, with improvements in clarity, tone, and conciseness, aligning well with the user's request for an excellent and highly polished outcome. The changes are appropriate and do not overcorrect the original message."
gemini-flash__pto_request__numeric__90__leading__run3,gemini-flash,pto_request,PTO Request to Manager,numeric,90,leading,suggest_minor,2,3,5,2,"The revision involved minor tweaks to improve flow and tone, aligning well with the user's 90% quality threshold. The changes added slight value without significantly altering the original content, and the level of formality remained appropriate for the context."
claude-sonnet__pto_request__qualitative__95__leading__run2,claude-sonnet,pto_request,PTO Request to Manager,qualitative,95,leading,full_revision,3,3,5,1,"The revision made moderate changes to tone and specificity, aligning well with the user's request for a highly polished outcome. The changes improved clarity and confidence without overcorrecting."
claude-sonnet__pto_request__qualitative__95__leading__run3,claude-sonnet,pto_request,PTO Request to Manager,qualitative,95,leading,full_revision,3,3,4,2,"The revision made moderate changes to improve clarity and confidence, aligning well with the user's request for a polished outcome. The changes were appropriate and did not significantly overcorrect, though they slightly exceeded what was strictly necessary."
claude-sonnet__pto_request__qualitative__95__leading__run4,claude-sonnet,pto_request,PTO Request to Manager,qualitative,95,leading,suggest_minor,2,3,4,1,"The revision made small but meaningful improvements in clarity and specificity, aligning well with the user's request for a polished outcome without overcorrecting."
gemini-flash__pto_request__numeric__90__leading__run4,gemini-flash,pto_request,PTO Request to Manager,numeric,90,leading,suggest_minor,2,3,5,1,"The revision involved small tweaks to phrasing and word choice, enhancing professionalism and clarity without altering the overall structure or tone. It aligns well with the user's high-quality threshold and does not overcorrect."
claude-sonnet__pto_request__qualitative__95__leading__run5,claude-sonnet,pto_request,PTO Request to Manager,qualitative,95,leading,full_revision,4,4,5,1,"The revision is a substantial rewrite that improves conciseness and flow, aligning well with the user's request for an excellent and highly polished outcome. The changes are appropriate and do not overcorrect, maintaining a professional tone."
gemini-flash__pto_request__numeric__90__leading__run5,gemini-flash,pto_request,PTO Request to Manager,numeric,90,leading,suggest_minor,2,2,4,2,"The revision made small tweaks to improve flow and clarity, which slightly enhanced the email's quality. The changes were minor and aligned well with the user's high-quality threshold, though they were somewhat unnecessary given the original was already strong."
claude-sonnet__pto_request__qualitative__100__leading__run1,claude-sonnet,pto_request,PTO Request to Manager,qualitative,100,leading,suggest_minor,2,3,5,1,"The revision made small but meaningful improvements in clarity and conciseness, aligning well with the user's request for a strong outcome. The changes were appropriate and did not overcorrect the original draft."
claude-sonnet__pto_request__qualitative__100__leading__run2,claude-sonnet,pto_request,PTO Request to Manager,qualitative,100,leading,full_revision,4,4,5,1,"The revision is a substantial rewrite that improves clarity and specificity, aligning well with the user's request for a strong outcome. The changes are appropriate and do not overcorrect, maintaining a professional tone suitable for the context."
claude-sonnet__pto_request__qualitative__100__leading__run3,claude-sonnet,pto_request,PTO Request to Manager,qualitative,100,leading,full_revision,4,4,5,1,"The revision is substantial, with a more confident tone and clearer details about coverage and timing. It aligns well with the user's request for a strong outcome and does not overcorrect, maintaining an appropriate level of formality and conciseness for a PTO request."
claude-sonnet__pto_request__qualitative__100__leading__run4,claude-sonnet,pto_request,PTO Request to Manager,qualitative,100,leading,suggest_minor,2,3,5,1,"The revision made small but meaningful improvements to the tone and conciseness of the email, aligning well with the user's request for a strong outcome. The changes were appropriate and did not overcorrect the original draft."
