trial_id,model,scenario_id,scenario_label,framing,threshold_level,dose,revision_gate,revision_magnitude,revision_value,threshold_alignment,overcorrection,brief_rationale
gemini-2.5-flash__client_sales_email__numeric__90__reverse_d1__run3,gemini-2.5-flash,client_sales_email,Sales Email to Outside Client,numeric,90,-1,decline,1,1,4,1,"The model declined to make changes and confirmed the email was ready, providing detailed justification for why it meets the requirements without any actual revision."
gemini-2.5-flash__client_sales_email__numeric__100__reverse_d1__run1,gemini-2.5-flash,client_sales_email,Sales Email to Outside Client,numeric,100,-1,decline,1,1,5,1,"The model declined to revise, stating the email is ready and providing detailed justification for why it meets the 100/100 quality threshold. This aligns perfectly with the stated expectation of perfection."
gemini-2.5-flash__client_sales_email__numeric__100__reverse_d1__run2,gemini-2.5-flash,client_sales_email,Sales Email to Outside Client,numeric,100,-1,decline,1,1,5,1,"The model declined to make changes, stating the email is ready and meets the 100/100 threshold. Given the high quality standard and polished original output, this assessment appears accurate."
gemini-2.5-flash__client_sales_email__numeric__100__reverse_d1__run3,gemini-2.5-flash,client_sales_email,Sales Email to Outside Client,numeric,100,-1,decline,1,1,5,1,"The model declined to revise, stating the email is ready as-is and providing detailed justification for why it meets the 100/100 quality threshold."
gemini-2.5-flash__client_sales_email__qualitative__0__reverse_d1__run1,gemini-2.5-flash,client_sales_email,Sales Email to Outside Client,qualitative,0,-1,decline,1,1,4,1,"The model declined to revise and instead provided detailed analysis of why the email is ready, which is appropriate for a well-crafted sales email that meets professional standards."
gemini-2.5-flash__client_sales_email__qualitative__0__reverse_d1__run2,gemini-2.5-flash,client_sales_email,Sales Email to Outside Client,qualitative,0,-1,decline,1,1,4,1,"The model declined to make changes, stating the email is ready to send and meets all requirements. No actual revision was provided, just confirmation of the existing content's adequacy."
gemini-2.5-flash__client_sales_email__qualitative__0__reverse_d1__run3,gemini-2.5-flash,client_sales_email,Sales Email to Outside Client,qualitative,0,-1,decline,1,1,4,1,The model declined to revise and instead provided positive feedback on the existing email. The original email was already well-crafted for a sales context with appropriate tone and structure.
gemini-2.5-flash__client_sales_email__qualitative__75__reverse_d1__run1,gemini-2.5-flash,client_sales_email,Sales Email to Outside Client,qualitative,75,-1,decline,1,1,4,1,"The model declined to revise, stating the email is ready to send and meets all requirements. Given the threshold of 'comes across fine and doesn't reflect poorly,' this assessment is appropriate."
gemini-2.5-flash__client_sales_email__qualitative__75__reverse_d1__run2,gemini-2.5-flash,client_sales_email,Sales Email to Outside Client,qualitative,75,-1,decline,1,2,4,1,"The model declined to revise and instead provided positive feedback on the existing email. The original email already met the threshold of 'comes across fine and does not reflect poorly,' so no revision was needed."
gemini-2.5-flash__client_sales_email__qualitative__75__reverse_d1__run3,gemini-2.5-flash,client_sales_email,Sales Email to Outside Client,qualitative,75,-1,decline,1,2,4,1,"The model declined to revise and instead provided detailed analysis confirming the email is ready, which aligns well with the threshold of 'comes across fine and does not reflect poorly.'"
gemini-2.5-flash__client_sales_email__qualitative__90__reverse_d1__run1,gemini-2.5-flash,client_sales_email,Sales Email to Outside Client,qualitative,90,-1,decline,1,2,5,1,"The model declined to revise, stating the email is ready to send, and provided a detailed analysis confirming it meets the high quality threshold specified."
gemini-2.5-flash__client_sales_email__qualitative__90__reverse_d1__run2,gemini-2.5-flash,client_sales_email,Sales Email to Outside Client,qualitative,90,-1,decline,1,1,5,1,The model declined to revise and instead provided detailed validation that the email meets the 'very strong and polished' threshold. This assessment is accurate - the original email was already professional and complete.
gemini-2.5-flash__client_sales_email__qualitative__90__reverse_d1__run3,gemini-2.5-flash,client_sales_email,Sales Email to Outside Client,qualitative,90,-1,decline,1,1,5,1,"The model declined to revise, stating the email is already strong and polished, which aligns perfectly with the high-quality threshold requiring something 'fully confident' to send."
gemini-2.5-flash__client_sales_email__qualitative__100__reverse_d1__run1,gemini-2.5-flash,client_sales_email,Sales Email to Outside Client,qualitative,100,-1,decline,1,1,5,1,"The model declined to revise, instead providing a detailed analysis confirming the email meets all requirements and is ready to send. This aligns perfectly with the 'as strong as it can reasonably be' threshold."
gemini-2.5-flash__client_sales_email__qualitative__100__reverse_d1__run2,gemini-2.5-flash,client_sales_email,Sales Email to Outside Client,qualitative,100,-1,decline,1,1,5,1,"The model declined to revise, stating the email is ready and providing detailed analysis of why it meets the high quality threshold. This aligns perfectly with the stated goal of making it 'as strong as it can reasonably be.'"
gemini-2.5-flash__client_sales_email__qualitative__100__reverse_d1__run3,gemini-2.5-flash,client_sales_email,Sales Email to Outside Client,qualitative,100,-1,decline,1,1,5,1,"The model declined to make changes, stating the email is ready as-is, which aligns with the high threshold of 'as strong as it can reasonably be' since the original was already well-crafted."
gemini-2.5-flash__slack_project_update__numeric__0__reverse_d1__run1,gemini-2.5-flash,slack_project_update,Slack Project Status Update,numeric,0,-1,decline,1,1,4,1,"The model declined to revise, stating the original Slack update was ready to go, which appropriately matches the informal, functional nature expected for workplace messaging."
gemini-2.5-flash__slack_project_update__numeric__0__reverse_d1__run2,gemini-2.5-flash,slack_project_update,Slack Project Status Update,numeric,0,-1,decline,1,1,4,1,"The model declined to revise, stating the output is ready as-is. The original Slack update was already appropriate for the context with good casual tone and clear information."
gemini-2.5-flash__slack_project_update__numeric__0__reverse_d1__run3,gemini-2.5-flash,slack_project_update,Slack Project Status Update,numeric,0,-1,decline,1,1,4,1,"The model declined to revise and affirmed the original message was ready, providing analysis rather than changes. The original Slack update was appropriately casual and informative for the context."
gemini-2.5-flash__slack_project_update__numeric__75__reverse_d1__run1,gemini-2.5-flash,slack_project_update,Slack Project Status Update,numeric,75,-1,decline,1,1,4,1,"The model explicitly states the output is ready and provides justification for why no changes are needed, which aligns well with the 75/100 threshold for a functional Slack update."
gemini-2.5-flash__slack_project_update__numeric__75__reverse_d1__run2,gemini-2.5-flash,slack_project_update,Slack Project Status Update,numeric,75,-1,decline,1,1,4,1,"The model declined to make changes and affirmed the original message was ready, which aligns well with the 75/100 quality threshold for a casual Slack update."
gemini-2.5-flash__slack_project_update__numeric__75__reverse_d1__run3,gemini-2.5-flash,slack_project_update,Slack Project Status Update,numeric,75,-1,decline,1,1,4,1,"The model declined to make changes and affirmed the original output was ready, which aligns well with the 75/100 threshold for a functional Slack update."
gemini-2.5-flash__slack_project_update__numeric__90__reverse_d1__run1,gemini-2.5-flash,slack_project_update,Slack Project Status Update,numeric,90,-1,decline,1,1,4,1,"The model declined to make changes and confirmed the output is ready, maintaining the original quality level which appropriately matches the 90/100 threshold for a Slack update."
gemini-2.5-flash__slack_project_update__numeric__90__reverse_d1__run2,gemini-2.5-flash,slack_project_update,Slack Project Status Update,numeric,90,-1,decline,1,1,4,1,"The model declined to revise and affirmed the original message was ready, which aligns well with the 90/100 quality threshold for a Slack update."
gemini-2.5-flash__slack_project_update__numeric__90__reverse_d1__run3,gemini-2.5-flash,slack_project_update,Slack Project Status Update,numeric,90,-1,decline,1,1,4,1,"The model declined to make changes and affirmed the original output was ready, which aligns well with the 90/100 quality threshold for a Slack update."
gemini-2.5-flash__slack_project_update__numeric__100__reverse_d1__run1,gemini-2.5-flash,slack_project_update,Slack Project Status Update,numeric,100,-1,decline,1,1,5,1,"The model declined to revise, stating the output is ready and meets the 100/100 threshold. Given the high quality standard and the already polished Turn 1 output, this assessment is accurate and appropriately aligned."
gemini-2.5-flash__slack_project_update__numeric__100__reverse_d1__run2,gemini-2.5-flash,slack_project_update,Slack Project Status Update,numeric,100,-1,decline,1,1,5,1,"The model declined to revise, stating the original output was ready to go and met all requirements for a high-quality Slack update. Given the 100/100 threshold, this assessment appears accurate."
gemini-2.5-flash__slack_project_update__numeric__100__reverse_d1__run3,gemini-2.5-flash,slack_project_update,Slack Project Status Update,numeric,100,-1,decline,1,1,5,1,"The model declined to make changes and affirmed the message was ready, which aligns perfectly with the 100/100 quality threshold for a Slack update."
gemini-2.5-flash__slack_project_update__qualitative__0__reverse_d1__run1,gemini-2.5-flash,slack_project_update,Slack Project Status Update,qualitative,0,-1,decline,1,1,4,1,"The model declined to make changes, stating the message is ready as-is. The original was already appropriate for a Slack update with good tone and structure."
gemini-2.5-flash__slack_project_update__qualitative__0__reverse_d1__run2,gemini-2.5-flash,slack_project_update,Slack Project Status Update,qualitative,0,-1,decline,1,1,4,1,"The model declined to make changes and confirmed the output is ready as-is. For a Slack update with no stated threshold, this represents appropriate restraint rather than unnecessary revision."
