trial_id,model,scenario_id,scenario_label,framing,threshold_level,probe_type,revision_gate,revision_magnitude,revision_value,threshold_alignment,overcorrection,brief_rationale,is_judge_model,turn1_len,turn2_len,len_delta,len_ratio
claude-sonnet__coworker_funny_text__qualitative__90__pilot_c__run3,claude-sonnet,coworker_funny_text,Funny Text to Coworker,qualitative,90,pilot_c,decline,1,1,5,1,"The model declined to make changes, indicating the text was already strong and polished, aligning with the user's threshold for a confident, polished outcome.",False,247,546,299,2.210526315789474
claude-sonnet__coworker_funny_text__qualitative__90__pilot_c__run4,claude-sonnet,coworker_funny_text,Funny Text to Coworker,qualitative,90,pilot_c,suggest_minor,2,3,4,2,"The revision made a small edit to tighten the message, which aligns well with the user's request for a polished outcome. The change is minor but adds some value by making the text snappier, though it slightly overcorrects by removing a humorous element.",False,198,432,234,2.1818181818181817
claude-sonnet__coworker_funny_text__qualitative__90__pilot_c__run5,claude-sonnet,coworker_funny_text,Funny Text to Coworker,qualitative,90,pilot_c,full_revision,4,4,5,2,"The revision offers two alternative versions, both of which are more concise and polished, aligning well with the user's request for a strong and polished outcome. The changes are substantial and improve the humor and clarity, though the removal of the emoji might be slightly unnecessary.",False,201,662,461,3.2935323383084576
claude-sonnet__coworker_funny_text__qualitative__95__pilot_c__run1,claude-sonnet,coworker_funny_text,Funny Text to Coworker,qualitative,95,pilot_c,decline,1,1,5,1,"The model declined to revise, stating the text already meets the user's requirements for being excellent and polished. This aligns with the user's threshold, and no overcorrection occurred.",False,217,445,228,2.0506912442396312
claude-sonnet__coworker_funny_text__qualitative__95__pilot_c__run2,claude-sonnet,coworker_funny_text,Funny Text to Coworker,qualitative,95,pilot_c,full_revision,4,4,5,1,"The revision is a substantial rewrite that improves conciseness and humor, aligning well with the user's request for an excellent and polished outcome without overcorrecting.",False,226,517,291,2.2876106194690267
claude-sonnet__coworker_funny_text__qualitative__95__pilot_c__run3,claude-sonnet,coworker_funny_text,Funny Text to Coworker,qualitative,95,pilot_c,full_revision,4,4,5,1,"The revision is a substantial rewrite that improves the humor and naturalness of the message, aligning well with the user's request for an excellent and polished outcome. The changes are appropriate and do not overcorrect, maintaining the intended casual tone.",False,199,491,292,2.4673366834170856
claude-sonnet__coworker_funny_text__qualitative__95__pilot_c__run4,claude-sonnet,coworker_funny_text,Funny Text to Coworker,qualitative,95,pilot_c,decline,1,1,5,1,"The model declined to make changes, indicating the original was already polished and met the user's threshold for excellence. The suggestion was minor and optional, aligning with the user's request for a polished outcome.",False,206,583,377,2.8300970873786406
claude-sonnet__coworker_funny_text__qualitative__95__pilot_c__run5,claude-sonnet,coworker_funny_text,Funny Text to Coworker,qualitative,95,pilot_c,full_revision,3,3,4,2,"The revision tightens the message by removing a line and rephrasing the ending, which aligns with the user's request for a polished outcome. The changes are moderate and improve the flow, though the original was already quite effective.",False,295,563,268,1.9084745762711866
claude-sonnet__coworker_funny_text__qualitative__100__pilot_c__run1,claude-sonnet,coworker_funny_text,Funny Text to Coworker,qualitative,100,pilot_c,full_revision,4,4,5,1,"The revision significantly changes the original message by removing the Lord of the Rings comparison and emojis, making it more concise and relatable. This aligns well with the user's request for a strong outcome, without overcorrecting.",False,255,472,217,1.8509803921568628
claude-sonnet__coworker_funny_text__qualitative__100__pilot_c__run2,claude-sonnet,coworker_funny_text,Funny Text to Coworker,qualitative,100,pilot_c,full_revision,4,4,5,1,"The revision is a substantial rewrite that improves clarity and humor, aligning well with the user's threshold for a strong outcome. It maintains the casual tone and humor without overcorrecting.",False,265,537,272,2.026415094339623
claude-sonnet__coworker_funny_text__qualitative__100__pilot_c__run3,claude-sonnet,coworker_funny_text,Funny Text to Coworker,qualitative,100,pilot_c,full_revision,4,4,5,1,"The revision significantly shortens and simplifies the message, aligning with a more natural and frustrated tone suitable for a casual text to a coworker. It meets the user's threshold of being as strong as it can reasonably be without overdoing it.",False,299,537,238,1.7959866220735785
claude-sonnet__coworker_funny_text__qualitative__100__pilot_c__run4,claude-sonnet,coworker_funny_text,Funny Text to Coworker,qualitative,100,pilot_c,full_revision,4,4,5,2,"The revision offers two alternative versions, both of which are tighter and potentially more relatable, aligning well with the user's request for a strong outcome. The changes are substantial but appropriate for the context, with only slight overcorrection in simplifying the humor.",False,203,582,379,2.8669950738916254
claude-sonnet__coworker_funny_text__qualitative__100__pilot_c__run5,claude-sonnet,coworker_funny_text,Funny Text to Coworker,qualitative,100,pilot_c,full_revision,4,3,4,2,"The revision is a substantial rewrite that shortens the message and changes the humor slightly. It adds some value by making the message more concise and potentially more relatable, aligning well with the user's threshold for a strong outcome. The changes are slightly more than necessary but not excessive.",False,261,543,282,2.0804597701149423
claude-sonnet__client_sales_email__numeric__0__pilot_c__run1,claude-sonnet,client_sales_email,Sales Email to Outside Client,numeric,0,pilot_c,suggest_minor,2,3,5,1,"The model suggested minor tweaks to improve clarity and specificity, which are appropriate for a professional sales email. The changes align well with a baseline expectation for this context, and there is no overcorrection.",False,1331,1089,-242,0.8181818181818182
claude-sonnet__client_sales_email__numeric__0__pilot_c__run2,claude-sonnet,client_sales_email,Sales Email to Outside Client,numeric,0,pilot_c,suggest_minor,2,2,5,1,"The model suggested minor tweaks and provided feedback on strengths and small considerations, aligning well with a baseline expectation for a professional sales email. The changes were minimal and appropriate, with no overcorrection.",False,1304,1070,-234,0.8205521472392638
claude-sonnet__client_sales_email__numeric__0__pilot_c__run3,claude-sonnet,client_sales_email,Sales Email to Outside Client,numeric,0,pilot_c,suggest_minor,2,3,4,2,"The model suggested minor tweaks to improve the email's tone and clarity, which adds some value. The suggestions align well with a baseline expectation for a professional sales email, though they slightly overcorrect by adding unnecessary details.",False,1254,1092,-162,0.8708133971291866
claude-sonnet__client_sales_email__numeric__0__pilot_c__run4,claude-sonnet,client_sales_email,Sales Email to Outside Client,numeric,0,pilot_c,suggest_minor,2,3,5,1,"The model suggested minor tweaks to improve clarity and urgency, which are appropriate for a professional sales email. The changes align well with the baseline expectation for a client email, and there is no overcorrection as the revisions are minimal and focused.",False,1209,1027,-182,0.8494623655913979
claude-sonnet__client_sales_email__numeric__0__pilot_c__run5,claude-sonnet,client_sales_email,Sales Email to Outside Client,numeric,0,pilot_c,suggest_minor,2,2,5,1,"The model suggested minor tweaks to strengthen the call to action, adjust wording for tone consistency, and emphasize urgency. These are small, appropriate improvements that align with the baseline expectation for a professional sales email.",False,1153,1060,-93,0.9193408499566349
claude-sonnet__client_sales_email__numeric__70__pilot_c__run1,claude-sonnet,client_sales_email,Sales Email to Outside Client,numeric,70,pilot_c,decline,1,1,5,1,"The model declined to make changes, stating the email was already well-crafted and ready to send. This aligns with the user's 70% quality threshold, as the email is functional and meets the basic requirements without unnecessary enhancements.",False,1207,785,-422,0.6503728251864126
claude-sonnet__client_sales_email__numeric__70__pilot_c__run2,claude-sonnet,client_sales_email,Sales Email to Outside Client,numeric,70,pilot_c,decline,1,1,5,1,"The model declined to make changes, stating the email is ready to send. This aligns with the user's 70% quality threshold, as the email is functional and meets the basic requirements without unnecessary enhancements.",False,1146,786,-360,0.6858638743455497
claude-sonnet__client_sales_email__numeric__70__pilot_c__run3,claude-sonnet,client_sales_email,Sales Email to Outside Client,numeric,70,pilot_c,suggest_minor,2,3,4,2,"The model suggested minor tweaks rather than a full rewrite, which aligns well with the user's 70% quality threshold. The suggestions add some value by clarifying the call-to-action and reinforcing urgency, but the changes are not extensive. The revision slightly overcorrects by suggesting improvements that are not strictly necessary for a 70% quality email.",False,1153,1109,-44,0.9618386816999133
claude-sonnet__client_sales_email__numeric__70__pilot_c__run4,claude-sonnet,client_sales_email,Sales Email to Outside Client,numeric,70,pilot_c,decline,1,1,5,1,"The model declined to make changes, stating the email is ready to send. This aligns with the user's 70% quality threshold, as the email is already well-structured and clear. No overcorrection occurred since no unnecessary changes were made.",False,1328,1024,-304,0.7710843373493976
claude-sonnet__client_sales_email__numeric__70__pilot_c__run5,claude-sonnet,client_sales_email,Sales Email to Outside Client,numeric,70,pilot_c,decline,1,2,5,1,"The model declined to make substantial changes, suggesting only minor tweaks. The original email already met the user's 70% quality threshold, and the model's feedback aligns with this requirement without overcorrecting.",False,1222,1193,-29,0.9762684124386252
claude-sonnet__client_sales_email__numeric__75__pilot_c__run1,claude-sonnet,client_sales_email,Sales Email to Outside Client,numeric,75,pilot_c,decline,1,2,5,1,"The model declined to make changes, suggesting only minor tweaks that are not necessary to meet the user's 75% quality threshold. The email is already well-aligned with the user's requirements, and the model's response is proportionate to the situation.",False,1385,1208,-177,0.8722021660649819
